txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,txtRazaoSocial,valPrincipal,txtTipoContratacao,txtObjetoContrato,coletado
Dispensa de Licitação,15.0,2,0.0,8310202100003520,6,,,0.0,5,0.0,81.0,0.0,0.0,3544012.0,3544012.0,2021,,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,0.0,,Autoridade Municipal de Limpeza Urbana/FMLU,7980000.0,Termo de Contrato - Serviços,"Contratação Direta com fulcro no inciso XIII do artigo 24, da Lei Federal 8666/93 para a  Prestação de serviços técnicos especializados com vistas a apoiar a Autoridade Municipal de Limpeza Urbana – AMLURB no desenvolvimento de estratégias baseadas em inteligência de mercado com vistas à qualificação dos mecanismos de produção e de comercialização dos resíduos recicláveis/reutilizáveis secos decorrentes da coleta seletiva da Cidade de São Paulo",07/03/21
Dispensa de Licitação,16.0,5,0.0,8110202000006830,6,,,0.0,5,0.0,80.0,0.0,0.0,12399.8,12399.8,2021,,Fundação Paulistana de Educação Tecnologia e Cultura,0.0,,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,12399.8,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Escola - Aquisição de materiais para a realização das aulas práticas dos módulos II e III do curso de Saúde Bucal na Escola Municipal de Educação Profissional e Saúde Pública Professor Makiguti,07/03/21
Inexigibilidade,18.0,30,0.0,10012020,7,27/12/2021,,0.0,5,1411.14,9.0,1411.14,0.0,80000.0,80000.0,2021,,Câmara Municipal de São Paulo,0.0,,CÂMARA MUNICIPAL,80000.0,Nota de Empenho para Fornecimento de Serviços,"
empenho estimativo 2021.
 ",07/03/21
Dispensa de Licitação,19.0,30,0.0,132182020,6,,,0.0,5,0.0,10.0,0.0,0.0,2940.0,2940.0,2021,,Tribunal de Contas do Município de São Paulo,0.0,,TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO,2940.0,Nota de Empenho para Fornecimento de Serviços,"Contratação anual de empresa especializada na prestação de serviço de análise microbiológica nos ambientes climatizados do Tribunal (Escola de Contas, Prédio Sede e Anexos I e II), em atendimento a Resolução Normativa NE 09, duas medições, para o exercício de 2021.",07/03/21
Não Aplicável,29.0,6,0.0,7210202000019682,8,12/04/2021,12/01/2021,0.0,5,396.0,6.0,396.0,0.0,396.0,396.0,2021,CCO0005/2021,São Paulo Turismo,0.0,,SÃO PAULO TURISMO,396.0,Ordem de Compra,"Aquisição de máscaras descartáveis em atendimento ao evento ""Rec Beat Recife - São Paulo""",07/03/21
Pregão,30.0,2,0.0,7810202100000578,12,31/12/2021,,0.0,5,18.31,5.0,18.31,0.0,172.46,172.46,2021,,São Paulo Urbanismo,0.0,,SÃO PAULO URBANISMO,172.46,Termo de Contrato - Serviços,"Fornecimento de Gás Canalizado, com fundamento legal nas Leis Federais 13.303/16, 4.320/64, suas alterações e na legislação vigente.",07/03/21
Não Aplicável,83.0,30,0.0,7610202100000791,8,30/12/2021,,0.0,5,201.9,83.0,201.9,0.0,201.9,201.9,2021,,Companhia Metropolitana de Habitação de São Paulo,0.0,,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,201.9,Nota de Empenho para Fornecimento de Serviços,PAGAMENTO DE CUSTAS CARTORÁRIAS - EXERCÍCIO 2021,07/03/21
Inexigibilidade,85.0,50,0.0,8510202100000286,7,29/06/2021,,0.0,5,1375.91,85.0,0.0,0.0,9238.27,9238.27,2021,,Fundação Theatro Municipal de São Paulo,0.0,,FUNDAÇÃO THEATRO MUNICIPAL DE SÃO PAULO,9238.27,Termo de Compromisso – Artigo 20 Lei Municipal 11.227/1992,"Termo de compromisso para a função de Instrumentista pré-profissional de Orquestra da Orquestra Experimental de Repertório, pelo período de 08 de fevereiro a 30 de junho de 2021.",07/03/21
Não Aplicável,91.0,30,0.0,7610202100003812,8,30/12/2021,,0.0,5,0.0,91.0,0.0,0.0,83077.44,83077.44,2021,,Fundo Municipal de Habitação,0.0,,Fundo Municipal de Habitação - COHAB,83077.44,Nota de Empenho para Fornecimento de Serviços,pagamento das contas de energia elétrica do Alojamento São Carlos,07/03/21
Não Aplicável,1.0,22,0.0,6024202000078065,8,30/12/2025,,0.0,6,495340.83,93.0,495340.83,0.0,1981363.32,1981363.32,2021,025/2021,Fundo Municipal de Assistência Social,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,9906816.6,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO - CIRCO SOCIAL - PE,07/03/21
Não Aplicável,4.0,30,0.0,6210202100004226,8,31/12/2021,,0.0,6,186398.01,2.0,186398.01,0.0,2400000.0,2400000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,2400000.0,Nota de Empenho para Fornecimento de Serviços,CONSUMO DE ÁGUA E ESGOTO,07/03/21
Inexigibilidade,5.0,30,0.0,6310202000035093,7,19/01/2022,,0.0,6,0.0,3.0,0.0,0.0,0.0,0.0,2021,,Instituto de Previdência Municipal de São Paulo,0.0,,INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE SÃO PAULO,7000.0,Nota de Empenho para Fornecimento de Serviços,Prestação de serviços referente à taxa condominial de imóvel adjudicado ao Instituto Municipal de São Paulo – IPREM,07/03/21
Pregão,6.0,5,0.0,6410202000131827,12,24/07/2021,,0.0,6,0.0,4.0,0.0,0.0,903892.5,903892.5,2021,,Serviço Funerário do Município de São Paulo,0.0,,SERVIÇO FUNERÁRIO DO MUNICÍPIO DE SÃO PAULO,903892.5,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"AQUISIÇÃO DE REVESTIMENTO INTERNO, SIMPLES E COMPLETO, PARA URNAS FUNERÁRIAS – serviços revenda.",07/03/21
Dispensa de Licitação,15.0,5,0.0,8310202100000629,6,,,0.0,6,0.0,81.0,0.0,0.0,702.0,702.0,2021,,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,0.0,,Autoridade Municipal de Limpeza Urbana/FMLU,936.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de 360 (trezentos e sessenta) pacotes de 1kg de AÇÚCAR REFINADO AMORFO / MICROCRISTALINO,07/03/21
Dispensa de Licitação,16.0,5,0.0,8110202000006830,6,,,0.0,6,0.0,80.0,0.0,0.0,328.98,328.98,2021,,Fundação Paulistana de Educação Tecnologia e Cultura,0.0,,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,328.98,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Escola - Contratação da empresa Ana Paula da Cruz Santos 15160384871 pela aquisição do item 26: Rolo filme PVC 28cmx300m - 06 unidades,07/03/21
Inexigibilidade,18.0,30,0.0,10012020,7,27/12/2021,,0.0,6,0.0,9.0,0.0,0.0,50000.0,50000.0,2021,,Câmara Municipal de São Paulo,0.0,,CÂMARA MUNICIPAL,50000.0,Nota de Empenho para Fornecimento de Serviços,"empenho estimativo 2021.
 ",07/03/21
Dispensa de Licitação,19.0,30,0.0,115862020,6,31/12/2021,,0.0,6,611.01,10.0,611.01,0.0,6120.0,6120.0,2021,,Tribunal de Contas do Município de São Paulo,0.0,,TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO,6120.0,Nota de Empenho para Fornecimento de Serviços,"Despesas com o uso e eventuais consertos de linhas telefônicas deste Tribunal para STFC (Local, LDN e LDI)  e serviços do produto “Vivo Internet Fixa Empresa”, durante o exercício de 2021",07/03/21
Não Aplicável,29.0,8,0.0,7210202000019801,8,29/01/2023,14/01/2021,0.0,6,3970.0,6.0,3970.0,0.0,19850.0,19850.0,2021,CCO0006/2021,São Paulo Turismo,0.0,,SÃO PAULO TURISMO,19850.0,Ordem de Execução de Serviço,Contratação de laboratório especializado em coleta e análise de potabilidade de água da rede interna do Parque Anhembi e em 2 poços artesianos,07/03/21
Dispensa de Licitação,30.0,2,0.0,7810202000003990,6,31/12/2021,,0.0,6,0.0,5.0,0.0,0.0,0.0,0.0,2021,,São Paulo Urbanismo,0.0,,SÃO PAULO URBANISMO,16224.52,Termo de Contrato - Serviços,"Serviços de acesso à Internet, com fundamento legal nas Leis Federais 13.303/16, 4.320/64, suas alterações, bem como na legislação municipal vigente.",07/03/21
Não Aplicável,83.0,30,0.0,7610202100000805,8,30/12/2021,,0.0,6,0.0,83.0,0.0,0.0,0.0,0.0,2021,,Companhia Metropolitana de Habitação de São Paulo,0.0,,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,1200000.0,Nota de Empenho para Fornecimento de Serviços,PAGAMENTO DE DESPESAS PROCESSUAIS - EXERCÍCIO 2021,07/03/21
Inexigibilidade,85.0,50,0.0,8510202100000294,7,29/06/2021,,0.0,6,1375.91,85.0,0.0,0.0,9238.27,9238.27,2021,,Fundação Theatro Municipal de São Paulo,0.0,,FUNDAÇÃO THEATRO MUNICIPAL DE SÃO PAULO,9238.27,Termo de Compromisso – Artigo 20 Lei Municipal 11.227/1992,"Termo de compromisso para a função de Instrumentista pré-profissional de Orquestra da Orquestra Experimental de Repertório,  pelo período de 08 de fevereiro a 30 de junho de 2021.",07/03/21
Não Aplicável,91.0,30,0.0,7610202100003774,8,30/12/2021,,0.0,6,0.0,91.0,0.0,0.0,60000.0,60000.0,2021,,Fundo Municipal de Habitação,0.0,,Fundo Municipal de Habitação - COHAB,60000.0,Nota de Empenho para Fornecimento de Serviços,pagamento das contas de água e esgoto Alojamento Jacaraípe,07/03/21
Não Aplicável,1.0,22,0.0,6024202000081414,8,06/01/2026,,0.0,7,110824.95,93.0,110824.95,0.0,471339.84,471339.84,2021,026/2021,Fundo Municipal de Assistência Social,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2403432.6,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO - CCA - CL,07/03/21
Não Aplicável,4.0,30,0.0,6210202100001596,8,31/12/2021,,0.0,7,0.0,2.0,0.0,0.0,1500000.0,1500000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,1500000.0,Nota de Empenho para Fornecimento de Serviços,CONSUMO DE ENERGIA ELÉTRICA,07/03/21
Inexigibilidade,5.0,30,0.0,6310202000035115,7,19/01/2022,,0.0,7,0.0,3.0,0.0,0.0,0.0,0.0,2021,,Instituto de Previdência Municipal de São Paulo,0.0,,INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE SÃO PAULO,2850.0,Nota de Empenho para Fornecimento de Serviços,Prestação de serviços referente à taxa condominial de imóvel adjudicado ao Instituto Municipal de São Paulo – IPREM,07/03/21
Pregão,6.0,5,0.0,6410202000132092,12,24/07/2021,,0.0,7,0.0,4.0,0.0,0.0,124860.6,124860.6,2021,,Serviço Funerário do Município de São Paulo,0.0,,SERVIÇO FUNERÁRIO DO MUNICÍPIO DE SÃO PAULO,124860.6,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"AQUISIÇÃO DE REVESTIMENTO INTERNO, SIMPLES E COMPLETO, PARA URNAS FUNERÁRIAS , serviços - gratuitos",07/03/21
Pregão,15.0,2,0.0,8310202100000947,12,,,0.0,7,0.0,81.0,0.0,0.0,30000.0,30000.0,2021,,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,0.0,,Autoridade Municipal de Limpeza Urbana/FMLU,30000.0,Termo de Contrato - Serviços,"Execução dos serviços de manutenção para adequação do reservatório de concreto armado do sistema de abastecimento de água inferior e superior, localizado na sede da AMLURB - Autoridade Municipal de Limpeza Urbana, contemplando o fornecimento de material e mão de obra, conforme especificações técnicas e disposições do termo de referência,",07/03/21
Dispensa de Licitação,16.0,5,0.0,8110202000006830,6,,,0.0,7,0.0,80.0,0.0,0.0,490.0,490.0,2021,,Fundação Paulistana de Educação Tecnologia e Cultura,0.0,,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,490.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Escola - Contratação da empresa VALQUIRIA XAVIER SILVA DA CRUZ 08150266682, inscrita no CNPJ  nº 37.575.431/0001-96, pela aquisição do item 27: Suporte para rolo de filme PVC; 50cm - 02 unidades",07/03/21
Inexigibilidade,18.0,30,0.0,10012020,7,27/12/2021,,0.0,7,759.41,9.0,759.41,0.0,10000.0,10000.0,2021,,Câmara Municipal de São Paulo,0.0,,CÂMARA MUNICIPAL,10000.0,Nota de Empenho para Fornecimento de Serviços,"
empenho estimativo 2021.
 ",07/03/21
Pregão,19.0,5,0.0,151182020,12,,,0.0,7,0.0,10.0,0.0,0.0,450000.0,450000.0,2021,,Tribunal de Contas do Município de São Paulo,0.0,,TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO,450000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Aquisição de licenças de uso Novell, com suporte pelo período de 12 (doze) meses",07/03/21
Não Aplicável,29.0,8,0.0,7210202100000150,8,18/04/2021,18/01/2021,0.0,7,4451.07,6.0,4451.07,0.0,4451.07,4451.07,2021,,São Paulo Turismo,0.0,,SÃO PAULO TURISMO,4451.07,Ordem de Execução de Serviço,Pagamento de taxas de IPVA e licenciamento dos veículos adaptadas para atendimento ao turista.,07/03/21
Dispensa de Licitação,30.0,2,0.0,7810202100000551,6,31/12/2021,,0.0,7,278.68,5.0,278.68,0.0,3376.78,3376.78,2021,,São Paulo Urbanismo,0.0,,SÃO PAULO URBANISMO,3376.78,Termo de Contrato - Serviços,"Fornecimento de serviços de água e esgoto, com fundamento legal nas Leis Federais 13.303/16, 4.320/64, suas alterações, bem como na legislação municipal vigente.",07/03/21
Inexigibilidade,85.0,50,0.0,8510202100000308,7,29/06/2021,,0.0,7,1375.91,85.0,0.0,0.0,9238.27,9238.27,2021,,Fundação Theatro Municipal de São Paulo,0.0,,FUNDAÇÃO THEATRO MUNICIPAL DE SÃO PAULO,9238.27,Termo de Compromisso – Artigo 20 Lei Municipal 11.227/1992,"Termo de compromisso para a função de Instrumentista pré-profissional de Orquestra da Orquestra Experimental de Repertório,  pelo período de 08 de fevereiro a 30 de junho de 2021.",07/03/21
Não Aplicável,91.0,30,0.0,7610202100003782,8,30/12/2021,,0.0,7,0.0,91.0,0.0,0.0,600.0,600.0,2021,,Fundo Municipal de Habitação,0.0,,Fundo Municipal de Habitação - COHAB,600.0,Nota de Empenho para Fornecimento de Serviços,pagamento das contas de água e esgoto em terreno denominado Anecy Rocha,07/03/21
Não Aplicável,1.0,22,0.0,6024202000108061,8,16/01/2026,,0.0,8,142509.14,93.0,86328.62,0.0,684572.57,688621.32,2021,027/2021,Fundo Municipal de Assistência Social,4048.75,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3613756.2,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO - CEDESP - FB,07/03/21
Não Aplicável,4.0,30,0.0,6210202100002606,8,31/12/2021,,0.0,8,1891.46,2.0,1141.26,0.0,30000.0,30000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,30000.0,Nota de Empenho para Fornecimento de Serviços,LIGAÇÕES TELEFONICAS,07/03/21
Inexigibilidade,5.0,30,0.0,6310202000035107,7,19/01/2022,,0.0,8,0.0,3.0,0.0,0.0,0.0,0.0,2021,,Instituto de Previdência Municipal de São Paulo,0.0,,INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE SÃO PAULO,9000.0,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços referente à taxa condominial de imóvel adjudicado ao Instituto Municipal de São Paulo – IPREM, ",07/03/21
Não Aplicável,6.0,5,0.0,6410202000119002,8,01/07/2021,,0.0,8,0.0,4.0,0.0,0.0,20000.0,20000.0,2021,,Serviço Funerário do Município de São Paulo,0.0,,SERVIÇO FUNERÁRIO DO MUNICÍPIO DE SÃO PAULO,20000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"A fim de atender,  6 (seis) meses do exercício de 2021, as despesas com pagamento e/ou ressarcimento decorrente de honorários advocatícios com ações judiciais patrocinadas, pela mesma, para o exercício de 2021.",07/03/21
Inexigibilidade,18.0,30,0.0,10012020,7,27/12/2021,,0.0,8,0.0,9.0,0.0,0.0,500.0,500.0,2021,,Câmara Municipal de São Paulo,0.0,,CÂMARA MUNICIPAL,500.0,Nota de Empenho para Fornecimento de Serviços,"empenho estimativo 2021.
 ",07/03/21
Dispensa de Licitação,19.0,5,0.0,61452020,6,31/03/2021,,0.0,8,1926.7,10.0,0.0,0.0,8563.0,8563.0,2021,,Tribunal de Contas do Município de São Paulo,0.0,,TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO,8563.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de medicamentos,07/03/21
Não Aplicável,29.0,8,0.0,7210202100000169,8,19/04/2021,,0.0,8,525.09,6.0,525.09,0.0,525.09,525.09,2021,,São Paulo Turismo,0.0,,SÃO PAULO TURISMO,525.09,Ordem de Execução de Serviço,Prestação de serviços de consulta/informação/fornecimento de dados relacionados ao score de cliente /fornecedores.,07/03/21
Inexigibilidade,30.0,8,0.0,7810202100000500,7,31/12/2021,,0.0,8,0.0,5.0,0.0,0.0,0.0,0.0,2021,,São Paulo Urbanismo,0.0,,SÃO PAULO URBANISMO,5520.0,Ordem de Execução de Serviço,Pagamento de Pensão vitalícia por decisão judicial exarada no processo 396/83,07/03/21
Não Aplicável,83.0,30,0.0,7610202100000988,8,30/12/2021,,0.0,8,0.0,83.0,0.0,0.0,0.0,0.0,2021,,Companhia Metropolitana de Habitação de São Paulo,0.0,,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,3144000.0,Nota de Empenho para Fornecimento de Serviços,RECOLHIMENTO DE PIS/COFINS SOBRE FATURAMENTO DA COHAB-SP,07/03/21
Não Aplicável,1.0,22,0.0,6024202000087544,8,17/01/2026,,0.0,9,47071.73,93.0,47071.73,0.0,223590.71,223590.71,2021,028/2021,Fundo Municipal de Assistência Social,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1176793.2,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO - NCI - CV,07/03/21
Não Aplicável,4.0,5,0.0,6210202100001618,8,19/01/2022,,0.0,9,165.37,2.0,165.37,0.0,5000.0,5000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,5000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,ESTIMATIVA PARA ATENDER DESPESA COM LIGAÇÕES TELEFONICAS INTERURBANAS (DDD E DDI),07/03/21
Inexigibilidade,5.0,30,0.0,6310202000035123,7,19/01/2022,,0.0,9,0.0,3.0,0.0,0.0,0.0,0.0,2021,,Instituto de Previdência Municipal de São Paulo,0.0,,INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE SÃO PAULO,6000.0,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços referente à taxa condominial de imóvel adjudicado ao Instituto Municipal de São Paulo – IPREM, durante o Exercício de 2021 pela empresa BIO SYSTEM - ADMINISTRAÇÃO DE BENS E CONDOMÍNIOS LTDA, inscrita no CNPJ n° 06.210.195/0001-80, ",07/03/21
Inexigibilidade,18.0,30,0.0,10012020,7,27/12/2021,,0.0,9,0.0,9.0,0.0,0.0,0.0,0.0,2021,,Câmara Municipal de São Paulo,0.0,,CÂMARA MUNICIPAL,20000.0,Nota de Empenho para Fornecimento de Serviços,"
empenho estimativo 2021.
 ",07/03/21
Dispensa de Licitação,19.0,30,0.0,92102020,6,21/01/2022,,0.0,9,2154.77,10.0,2154.77,0.0,2154.77,2154.77,2021,,Tribunal de Contas do Município de São Paulo,0.0,,TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO,2154.77,Nota de Empenho para Fornecimento de Serviços,"Aquisição de assinatura de sistema de gestão de processos judiciais.
",07/03/21
Não Aplicável,29.0,6,0.0,7210202100000070,8,18/05/2021,,0.0,9,16088.0,6.0,3016.5,0.0,24132.0,24132.0,2021,CCO0007/2021,São Paulo Turismo,0.0,,SÃO PAULO TURISMO,24132.0,Ordem de Compra,Aquisição de água mineral em atendimento a diversos eventos pelo período de 120 dias,07/03/21
Dispensa de Licitação,30.0,2,0.0,7810202100000560,6,31/12/2021,,0.0,9,6817.82,5.0,6817.82,0.0,89429.84,89429.84,2021,,São Paulo Urbanismo,0.0,,SÃO PAULO URBANISMO,89429.84,Termo de Contrato - Serviços,"Fornecimento de serviços de energia elétrica, com fundamento legal nas Leis Federais 13.303/16, 4.320/64, suas alterações e legislação municipal vigente.",07/03/21
Não Aplicável,91.0,30,0.0,7610202100003804,8,30/12/2021,,0.0,9,0.0,91.0,0.0,0.0,246419.79,246419.79,2021,,Fundo Municipal de Habitação,0.0,,Fundo Municipal de Habitação - COHAB,246419.79,Nota de Empenho para Fornecimento de Serviços,"pagamento das contas de energia elétrica de Alojamento Provisório, Alojamento Jacaraípe",07/03/21
Pregão,1.0,2,0.0,6016202100002245,12,,,0.0,10,0.0,16.0,0.0,0.0,55860000.0,55860000.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,111720000.0,Termo de Contrato - Serviços,"SERVIÇOS DE ACESSO A INTERNET MÓVEL 3G E 4G P/372.400 TABLETs.		
",07/03/21
Dispensa de Licitação,4.0,5,0.0,6210202000112418,6,18/01/2021,,0.0,10,0.0,2.0,0.0,0.0,1360.0,1360.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,1360.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Plaqueta para identificação de bens patrimoniais móveis, ",07/03/21
Não Aplicável,5.0,30,0.0,6310202100000780,8,30/12/2021,,0.0,10,245.25,3.0,245.25,0.0,5000.0,5000.0,2021,,Instituto de Previdência Municipal de São Paulo,0.0,,INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,despesas com taxas de Diligências de Oficiais de Justiça que deverão ser recolhidas por meio de guias de depósito junto ao Banco do Brasil S/A.,07/03/21
Dispensa de Licitação,18.0,44,0.0,2052020,6,17/11/2025,18/11/2020,0.0,10,0.0,9.0,0.0,0.0,0.0,0.0,2021,28/2020,Câmara Municipal de São Paulo,0.0,,CÂMARA MUNICIPAL,500.0,Termo de Autorização de Uso - Com Receita,permissão de uso de area para instalação de 1 caica eletrônico.,07/03/21
